obs,period,date,year,month,height_live,epoch,locality,site,bar,station,treatment,strata,gear
320,1,5/27/2010,2010,5,26.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
321,1,5/27/2010,2010,5,26.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
322,1,5/27/2010,2010,5,27.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
323,1,5/27/2010,2010,5,27.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
324,1,5/27/2010,2010,5,28,1,CK,I,1,CKI1,control,Y_NA,quadrat
325,1,5/27/2010,2010,5,28.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
326,1,5/27/2010,2010,5,28.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
327,1,5/27/2010,2010,5,28.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
328,1,5/27/2010,2010,5,28.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
329,1,5/27/2010,2010,5,29.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
330,1,5/27/2010,2010,5,29.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
331,1,5/27/2010,2010,5,29.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
332,1,5/27/2010,2010,5,30.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
333,1,5/27/2010,2010,5,30.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
334,1,5/27/2010,2010,5,30.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
335,1,5/27/2010,2010,5,31.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
336,1,5/27/2010,2010,5,32,1,CK,I,1,CKI1,control,Y_NA,quadrat
337,1,5/27/2010,2010,5,32.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
338,1,5/27/2010,2010,5,32.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
339,1,5/27/2010,2010,5,32.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
340,1,5/27/2010,2010,5,32.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
341,1,5/27/2010,2010,5,33.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
342,1,5/27/2010,2010,5,33.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
343,1,5/27/2010,2010,5,34.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
344,1,5/27/2010,2010,5,34.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
345,1,5/27/2010,2010,5,34.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
346,1,5/27/2010,2010,5,34.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
347,1,5/27/2010,2010,5,34.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
348,1,5/27/2010,2010,5,34.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
349,1,5/27/2010,2010,5,35,1,CK,I,1,CKI1,control,Y_NA,quadrat
350,1,5/27/2010,2010,5,35.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
351,1,5/27/2010,2010,5,35.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
352,1,5/27/2010,2010,5,37.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
353,1,5/27/2010,2010,5,38.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
354,1,5/27/2010,2010,5,38.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
355,1,5/27/2010,2010,5,38.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
356,1,5/27/2010,2010,5,38.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
357,1,5/27/2010,2010,5,39,1,CK,I,1,CKI1,control,Y_NA,quadrat
358,1,5/27/2010,2010,5,39,1,CK,I,1,CKI1,control,Y_NA,quadrat
359,1,5/27/2010,2010,5,40.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
360,1,5/27/2010,2010,5,40.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
361,1,5/27/2010,2010,5,40.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
362,1,5/27/2010,2010,5,41.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
363,1,5/27/2010,2010,5,41.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
364,1,5/27/2010,2010,5,41.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
365,1,5/27/2010,2010,5,42.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
366,1,5/27/2010,2010,5,44,1,CK,I,1,CKI1,control,Y_NA,quadrat
367,1,5/27/2010,2010,5,44.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
368,1,5/27/2010,2010,5,44.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
369,1,5/27/2010,2010,5,44.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
370,1,5/27/2010,2010,5,45,1,CK,I,1,CKI1,control,Y_NA,quadrat
371,1,5/27/2010,2010,5,45.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
372,1,5/27/2010,2010,5,45.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
373,1,5/27/2010,2010,5,45.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
374,1,5/27/2010,2010,5,46,1,CK,I,1,CKI1,control,Y_NA,quadrat
375,1,5/27/2010,2010,5,46.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
376,1,5/27/2010,2010,5,46.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
377,1,5/27/2010,2010,5,46.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
378,1,5/27/2010,2010,5,46.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
379,1,5/27/2010,2010,5,47.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
380,1,5/27/2010,2010,5,47.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
381,1,5/27/2010,2010,5,47.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
382,1,5/27/2010,2010,5,50,1,CK,I,1,CKI1,control,Y_NA,quadrat
383,1,5/27/2010,2010,5,50,1,CK,I,1,CKI1,control,Y_NA,quadrat
384,1,5/27/2010,2010,5,50.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
385,1,5/27/2010,2010,5,51,1,CK,I,1,CKI1,control,Y_NA,quadrat
386,1,5/27/2010,2010,5,51.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
387,1,5/27/2010,2010,5,51.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
388,1,5/27/2010,2010,5,52,1,CK,I,1,CKI1,control,Y_NA,quadrat
389,1,5/27/2010,2010,5,52.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
390,1,5/27/2010,2010,5,53,1,CK,I,1,CKI1,control,Y_NA,quadrat
391,1,5/27/2010,2010,5,54.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
392,1,5/27/2010,2010,5,55,1,CK,I,1,CKI1,control,Y_NA,quadrat
393,1,5/27/2010,2010,5,56.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
394,1,5/27/2010,2010,5,62.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
395,1,5/27/2010,2010,5,63,1,CK,I,1,CKI1,control,Y_NA,quadrat
396,1,5/27/2010,2010,5,63,1,CK,I,1,CKI1,control,Y_NA,quadrat
397,1,5/27/2010,2010,5,65.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
398,1,5/27/2010,2010,5,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
399,1,5/27/2010,2010,5,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
400,1,5/27/2010,2010,5,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
401,1,5/27/2010,2010,5,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
402,1,5/27/2010,2010,5,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
403,1,5/27/2010,2010,5,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
404,1,7/9/2010,2010,7,25,1,CK,I,1,CKI1,control,Y_NA,quadrat
405,1,7/9/2010,2010,7,29.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
406,1,7/9/2010,2010,7,30.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
407,1,7/9/2010,2010,7,30.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
408,1,7/9/2010,2010,7,30.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
409,1,7/9/2010,2010,7,31.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
410,1,7/9/2010,2010,7,32.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
411,1,7/9/2010,2010,7,32.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
412,1,7/9/2010,2010,7,33.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
413,1,7/9/2010,2010,7,33.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
414,1,7/9/2010,2010,7,35,1,CK,I,1,CKI1,control,Y_NA,quadrat
415,1,7/9/2010,2010,7,37,1,CK,I,1,CKI1,control,Y_NA,quadrat
416,1,7/9/2010,2010,7,37,1,CK,I,1,CKI1,control,Y_NA,quadrat
417,1,7/9/2010,2010,7,39.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
418,1,7/9/2010,2010,7,40.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
419,1,7/9/2010,2010,7,41.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
420,1,7/9/2010,2010,7,41.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
421,1,7/9/2010,2010,7,42,1,CK,I,1,CKI1,control,Y_NA,quadrat
422,1,7/9/2010,2010,7,42,1,CK,I,1,CKI1,control,Y_NA,quadrat
423,1,7/9/2010,2010,7,42.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
424,1,7/9/2010,2010,7,42.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
425,1,7/9/2010,2010,7,43.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
426,1,7/9/2010,2010,7,46.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
427,1,7/9/2010,2010,7,47.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
428,1,7/9/2010,2010,7,48.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
429,1,7/9/2010,2010,7,50.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
430,1,7/9/2010,2010,7,51.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
431,1,7/9/2010,2010,7,51.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
432,1,7/9/2010,2010,7,52,1,CK,I,1,CKI1,control,Y_NA,quadrat
433,1,7/9/2010,2010,7,52,1,CK,I,1,CKI1,control,Y_NA,quadrat
434,1,7/9/2010,2010,7,52.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
435,1,7/9/2010,2010,7,54.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
436,1,7/9/2010,2010,7,54.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
437,1,7/9/2010,2010,7,58,1,CK,I,1,CKI1,control,Y_NA,quadrat
438,1,7/9/2010,2010,7,58.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
439,1,7/9/2010,2010,7,58.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
440,1,7/9/2010,2010,7,59.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
441,1,7/9/2010,2010,7,60.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
442,1,7/9/2010,2010,7,61.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
443,1,7/9/2010,2010,7,65.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
444,1,7/9/2010,2010,7,65.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
445,1,7/9/2010,2010,7,67.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
446,1,7/9/2010,2010,7,67.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
447,1,7/9/2010,2010,7,70.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
448,1,7/9/2010,2010,7,73.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
449,1,7/9/2010,2010,7,75.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
450,1,7/9/2010,2010,7,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
451,1,7/9/2010,2010,7,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
452,1,7/9/2010,2010,7,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
453,1,7/9/2010,2010,7,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
454,1,7/9/2010,2010,7,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
455,1,7/9/2010,2010,7,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
456,1,8/8/2010,2010,8,10,1,CK,I,1,CKI1,control,Y_NA,quadrat
457,1,8/8/2010,2010,8,13.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
458,1,8/8/2010,2010,8,14.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
459,1,8/8/2010,2010,8,14.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
460,1,8/8/2010,2010,8,15.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
461,1,8/8/2010,2010,8,15.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
462,1,8/8/2010,2010,8,15.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
463,1,8/8/2010,2010,8,16.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
464,1,8/8/2010,2010,8,17.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
465,1,8/8/2010,2010,8,17.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
466,1,8/8/2010,2010,8,17.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
467,1,8/8/2010,2010,8,17.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
468,1,8/8/2010,2010,8,17.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
469,1,8/8/2010,2010,8,18.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
470,1,8/8/2010,2010,8,18.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
471,1,8/8/2010,2010,8,19.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
472,1,8/8/2010,2010,8,19.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
473,1,8/8/2010,2010,8,20.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
474,1,8/8/2010,2010,8,20.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
475,1,8/8/2010,2010,8,21.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
476,1,8/8/2010,2010,8,22.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
477,1,8/8/2010,2010,8,22.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
478,1,8/8/2010,2010,8,22.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
479,1,8/8/2010,2010,8,22.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
480,1,8/8/2010,2010,8,23,1,CK,I,1,CKI1,control,Y_NA,quadrat
481,1,8/8/2010,2010,8,23.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
482,1,8/8/2010,2010,8,23.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
483,1,8/8/2010,2010,8,23.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
484,1,8/8/2010,2010,8,24.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
485,1,8/8/2010,2010,8,25.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
486,1,8/8/2010,2010,8,26.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
487,1,8/8/2010,2010,8,27.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
488,1,8/8/2010,2010,8,28.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
489,1,8/8/2010,2010,8,29.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
490,1,8/8/2010,2010,8,29.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
491,1,8/8/2010,2010,8,29.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
492,1,8/8/2010,2010,8,30,1,CK,I,1,CKI1,control,Y_NA,quadrat
493,1,8/8/2010,2010,8,30,1,CK,I,1,CKI1,control,Y_NA,quadrat
494,1,8/8/2010,2010,8,30.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
495,1,8/8/2010,2010,8,30.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
496,1,8/8/2010,2010,8,32.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
497,1,8/8/2010,2010,8,33,1,CK,I,1,CKI1,control,Y_NA,quadrat
498,1,8/8/2010,2010,8,33.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
499,1,8/8/2010,2010,8,34.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
500,1,8/8/2010,2010,8,34.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
501,1,8/8/2010,2010,8,35.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
502,1,8/8/2010,2010,8,36.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
503,1,8/8/2010,2010,8,36.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
504,1,8/8/2010,2010,8,36.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
505,1,8/8/2010,2010,8,36.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
506,1,8/8/2010,2010,8,36.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
507,1,8/8/2010,2010,8,36.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
508,1,8/8/2010,2010,8,37.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
509,1,8/8/2010,2010,8,38.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
510,1,8/8/2010,2010,8,38.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
511,1,8/8/2010,2010,8,39.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
512,1,8/8/2010,2010,8,39.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
513,1,8/8/2010,2010,8,40.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
514,1,8/8/2010,2010,8,40.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
515,1,8/8/2010,2010,8,40.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
516,1,8/8/2010,2010,8,41.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
517,1,8/8/2010,2010,8,41.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
518,1,8/8/2010,2010,8,44,1,CK,I,1,CKI1,control,Y_NA,quadrat
519,1,8/8/2010,2010,8,44.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
520,1,8/8/2010,2010,8,45.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
521,1,8/8/2010,2010,8,45.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
522,1,8/8/2010,2010,8,45.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
523,1,8/8/2010,2010,8,47,1,CK,I,1,CKI1,control,Y_NA,quadrat
524,1,8/8/2010,2010,8,50.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
525,1,8/8/2010,2010,8,50.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
526,1,8/8/2010,2010,8,51.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
527,1,8/8/2010,2010,8,52.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
528,1,8/8/2010,2010,8,53.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
529,1,8/8/2010,2010,8,53.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
530,1,8/8/2010,2010,8,53.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
531,1,8/8/2010,2010,8,55,1,CK,I,1,CKI1,control,Y_NA,quadrat
532,1,8/8/2010,2010,8,56.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
533,1,8/8/2010,2010,8,58,1,CK,I,1,CKI1,control,Y_NA,quadrat
534,1,8/8/2010,2010,8,60.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
535,1,8/8/2010,2010,8,62.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
536,1,8/8/2010,2010,8,62.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
537,1,8/8/2010,2010,8,64.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
538,1,8/8/2010,2010,8,67.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
539,1,8/8/2010,2010,8,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
540,1,8/8/2010,2010,8,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
541,1,8/8/2010,2010,8,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
542,1,8/8/2010,2010,8,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
543,1,8/8/2010,2010,8,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
544,1,8/8/2010,2010,8,NA,1,CK,I,1,CKI1,control,Y_NA,quadrat
545,6,10/17/2012,2012,10,47.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
546,6,10/17/2012,2012,10,48.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
547,6,10/17/2012,2012,10,18.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
548,6,10/17/2012,2012,10,22.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
549,6,10/17/2012,2012,10,22.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
550,6,10/17/2012,2012,10,23.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
551,6,10/17/2012,2012,10,23.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
552,6,10/17/2012,2012,10,24.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
553,6,10/17/2012,2012,10,25.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
554,6,10/17/2012,2012,10,27.3,1,CK,I,1,CKI1,control,Y_NA,quadrat
555,6,10/17/2012,2012,10,29.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
556,6,10/17/2012,2012,10,29.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
557,6,10/17/2012,2012,10,30.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
558,6,10/17/2012,2012,10,30.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
559,6,10/17/2012,2012,10,32.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
560,6,10/17/2012,2012,10,34,1,CK,I,1,CKI1,control,Y_NA,quadrat
561,6,10/17/2012,2012,10,34,1,CK,I,1,CKI1,control,Y_NA,quadrat
562,6,10/17/2012,2012,10,34.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
563,6,10/17/2012,2012,10,35.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
564,6,10/17/2012,2012,10,35.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
565,6,10/17/2012,2012,10,35.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
566,6,10/17/2012,2012,10,38.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
567,6,10/17/2012,2012,10,38.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
568,6,10/17/2012,2012,10,39.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
569,6,10/17/2012,2012,10,41,1,CK,I,1,CKI1,control,Y_NA,quadrat
570,6,10/17/2012,2012,10,42.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
571,6,10/17/2012,2012,10,42.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
572,6,10/17/2012,2012,10,43,1,CK,I,1,CKI1,control,Y_NA,quadrat
573,6,10/17/2012,2012,10,43.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
574,6,10/17/2012,2012,10,43.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
575,6,10/17/2012,2012,10,44.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
576,6,10/17/2012,2012,10,44.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
577,6,10/17/2012,2012,10,45,1,CK,I,1,CKI1,control,Y_NA,quadrat
578,6,10/17/2012,2012,10,45.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
579,6,10/17/2012,2012,10,45.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
580,6,10/17/2012,2012,10,45.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
581,6,10/17/2012,2012,10,45.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
582,6,10/17/2012,2012,10,45.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
583,6,10/17/2012,2012,10,45.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
584,6,10/17/2012,2012,10,45.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
585,6,10/17/2012,2012,10,46.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
586,6,10/17/2012,2012,10,46.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
587,6,10/17/2012,2012,10,46.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
588,6,10/17/2012,2012,10,46.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
589,6,10/17/2012,2012,10,47.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
590,6,10/17/2012,2012,10,47.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
591,6,10/17/2012,2012,10,47.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
592,6,10/17/2012,2012,10,48.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
593,6,10/17/2012,2012,10,48.8,1,CK,I,1,CKI1,control,Y_NA,quadrat
594,6,10/17/2012,2012,10,56.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
595,6,10/17/2012,2012,10,56.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
596,6,10/17/2012,2012,10,58.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
597,6,10/17/2012,2012,10,58.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
598,6,10/17/2012,2012,10,59.1,1,CK,I,1,CKI1,control,Y_NA,quadrat
599,6,10/17/2012,2012,10,59.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
600,6,10/17/2012,2012,10,59.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
601,6,10/17/2012,2012,10,61.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
602,6,10/17/2012,2012,10,61.6,1,CK,I,1,CKI1,control,Y_NA,quadrat
603,6,10/17/2012,2012,10,63.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
604,6,10/17/2012,2012,10,66.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
605,6,10/17/2012,2012,10,66.7,1,CK,I,1,CKI1,control,Y_NA,quadrat
606,6,10/17/2012,2012,10,67.5,1,CK,I,1,CKI1,control,Y_NA,quadrat
607,6,10/17/2012,2012,10,69,1,CK,I,1,CKI1,control,Y_NA,quadrat
608,6,10/17/2012,2012,10,71.4,1,CK,I,1,CKI1,control,Y_NA,quadrat
609,6,10/17/2012,2012,10,78.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
610,19,5/31/2019,2019,5,53,3,CK,I,1,CKI1,control,Y_NA,transect
611,6,10/17/2012,2012,10,54.2,1,CK,I,1,CKI1,control,Y_NA,quadrat
612,6,10/17/2012,2012,10,56,1,CK,I,1,CKI1,control,Y_NA,quadrat
613,19,5/31/2019,2019,5,35,3,CK,I,1,CKI1,control,Y_NA,transect
614,19,5/31/2019,2019,5,47,3,CK,I,1,CKI1,control,Y_NA,transect
615,19,5/31/2019,2019,5,54,3,CK,I,1,CKI1,control,Y_NA,transect
616,19,5/31/2019,2019,5,32,3,CK,I,1,CKI1,control,Y_NA,transect
617,6,10/17/2012,2012,10,52.9,1,CK,I,1,CKI1,control,Y_NA,quadrat
618,19,5/31/2019,2019,5,38,3,CK,I,1,CKI1,control,Y_NA,transect
